Symbol,Name,LastSale,MarketCap,Sector,Industry
IMS,"IMS Health Holdings, Inc.",25.94,8543043673,Technology,EDP Services
ACGL,Arch Capital Group Ltd.,70.08,8555238644,Finance,Property-Casualty Insurers
IEP,Icahn Enterprises L.P.,65.51,8613324175,Energy,Integrated oil Companies
AMG,"Affiliated Managers Group, Inc.",159.94,8635448012,Finance,Investment Managers
CNA,CNA Financial Corporation,32.03,8656887783,Finance,Property-Casualty Insurers
IPG,"Interpublic Group of Companies, Inc. (The)",21.53,8657849534,Technology,Advertising
DRI,"Darden Restaurants, Inc.",67.58,8666219832,Consumer Services,Restaurants
GT,The Goodyear Tire & Rubber Company,32.56,8694903507,Consumer Durables,Automotive Aftermarket
SJR,Shaw Communications Inc.,19.18,8780813983,Consumer Services,Television Services
QSR,Restaurant Brands International Inc.,38.84,8837668825,Consumer Services,Restaurants
ALLY,Ally Financial Inc.,18.3,8840137904,Finance,Finance: Consumer Services
EXPD,"Expeditors International of Washington, Inc.",48.75,8877471135,Transportation,Oil Refining/Marketing
ASX,"Advanced Semiconductor Engineering, Inc.",5.73,8889574710,Technology,Semiconductors
WYN,Wyndham Worldwide Corp,79.05,8893761115,Consumer Services,Hotels/Resorts
FL,"Foot Locker, Inc.",65.12,8938483988,Consumer Services,Clothing/Shoe/Accessory Stores
BPL,Buckeye Partners L.P.,68.93,8941806528,Energy,Natural Gas Distribution
DOX,Amdocs Limited,59.59,8959952400,Technology,EDP Services
HOG,"Harley-Davidson, Inc.",48.73,8967588247,Consumer Non-Durables,Motor Vehicles
MTD,"Mettler-Toledo International, Inc.",332.49,8970893406,Capital Goods,Biotechnology: Laboratory Analytical Instruments
TIF,Tiffany & Co.,70.12,8990214361,Consumer Services,Consumer Specialties
IFF,"Internationa Flavors & Fragrances, Inc.",112.88,9015486746,Basic Industries,Major Chemicals
WYNN,"Wynn Resorts, Limited",88.8,9035391653,Consumer Services,Hotels/Resorts
MPLX,MPLX LP,29.7,9048966567,Energy,Natural Gas Distribution
SNA,Snap-On Incorporated,156,9062355900,Capital Goods,Industrial Machinery/Components
CNP,"CenterPoint Energy, Inc.",21.07,9065825751,Public Utilities,Electric Utilities: Central
CVC,Cablevision Systems Corporation,33,9129768120,Consumer Services,Television Services
BSAC,Banco Santander Chile,19.43,9153770590,Finance,Commercial Banks
KSS,Kohl&#39;s Corporation,48.25,9158826628,Consumer Services,Department/Specialty Retail Stores
COTY,Coty Inc.,27.19,9167391929,Consumer Non-Durables,Package Goods/Cosmetics
LLL,"L-3 Communications Holdings, Inc.",117.99,9181806821,Technology,Radio And Television Broadcasting And Communications Equipment
SIG,Signet Jewelers Limited,116.05,9229684886,Consumer Services,Consumer Specialties
SEE,Sealed Air Corporation,47.25,9260684843,Basic Industries,Major Chemicals
FRC,FIRST REPUBLIC BANK,65.21,9297556440,n/a,n/a
CBG,"CBRE Group, Inc.",27.82,9298580976,Finance,Real Estate
KEY,KeyCorp,11.13,9300296839,Finance,Major Banks
XEC,Cimarex Energy Co,98.14,9305620472,Energy,Oil & Gas Production
CPGX,"Columbia Pipeline Group, Inc.",23.51,9400270139,Public Utilities,Natural Gas Distribution
COG,Cabot Oil & Gas Corporation,22.76,9424010198,Energy,Oil & Gas Production
OKS,"ONEOK Partners, L.P.",33.02,9437982181,Public Utilities,Natural Gas Distribution
CNHI,CNH Industrial N.V.,6.93,9438999494,Capital Goods,Construction/Ag Equipment/Trucks
TKC,Turkcell Iletisim Hizmetleri AS,10.73,9442400000,Public Utilities,Telecommunications Equipment
LKQ,LKQ Corporation,30.95,9477017669,Consumer Services,Motor Vehicles
KSU,Kansas City Southern,87.35,9477365987,Transportation,Railroads
TXT,Textron Inc.,34.97,9482870327,Capital Goods,Aerospace
TRIP,"TripAdvisor, Inc.",65.31,9487268187,Technology,"Computer Software: Programming, Data Processing"
IHG,Intercontinental Hotels Group,40.23,9498997209,Consumer Services,Hotels/Resorts
JBHT,"J.B. Hunt Transport Services, Inc.",84.46,9524912648,Transportation,Trucking Freight/Courier Services
WU,Western Union Company (The),19,9536373391,Miscellaneous,Business Services
NLY,Annaly Capital Management Inc,10.39,9608982048,Consumer Services,Real Estate Investment Trusts
HOLX,"Hologic, Inc.",33.94,9632784956,Health Care,Medical Electronics
KMX,CarMax Inc,49.31,9651412917,Consumer Durables,Automotive Aftermarket
SLG,SL Green Realty Corporation,96.5,9655310878,Consumer Services,Real Estate Investment Trusts
QIHU,Qihoo 360 Technology Co. Ltd.,74.92,9660500962,Technology,EDP Services
PAA,"Plains All American Pipeline, L.P.",24.39,9700658870,Energy,Natural Gas Distribution
PNR,Pentair plc.,53.81,9710320840,Technology,Industrial Machinery/Components
CTAS,Cintas Corporation,90.01,9732822075,Consumer Non-Durables,Apparel
SCG,Scana Corporation,68.12,9735500386,Public Utilities,Power Generation
VNTV,"Vantiv, Inc.",51.16,9747573736,Miscellaneous,Business Services
HRS,Harris Corporation,78.52,9787845978,Capital Goods,Industrial Machinery/Components
CE,Celanese Corporation,66.61,9797250519,Basic Industries,Major Chemicals
HAS,"Hasbro, Inc.",78.61,9810168752,Consumer Non-Durables,Recreational Products/Toys
NOW,"ServiceNow, Inc.",60.8,9813120000,Technology,Computer Software: Prepackaged Software
AYI,Acuity Brands Inc,224.62,9836815781,Consumer Durables,Building Products
LNC,Lincoln National Corporation,40.85,9843087037,Finance,Life Insurance
VRSN,"VeriSign, Inc.",89.92,9843411746,Technology,EDP Services
EQT,EQT Corporation,64.56,9849790080,Energy,Oil & Gas Production
MCHP,Microchip Technology Incorporated,48.43,9855553963,Technology,Semiconductors
DGX,Quest Diagnostics Incorporated,69.08,9861762983,Health Care,Medical Specialities
AKAM,"Akamai Technologies, Inc.",56.06,9908466588,Miscellaneous,Business Services
LEN,Lennar Corporation,47.23,9985136401,Basic Industries,Homebuilding
UDR,"United Dominion Realty Trust, Inc.",38.1,9987259185,Consumer Services,Real Estate Investment Trusts
WRK,Westrock Company,39.39,9999125621,Consumer Durables,Containers/Packaging
AGR,"Avangrid, Inc.",39.68,10008694006,Public Utilities,Electric Utilities: Central
MLM,"Martin Marietta Materials, Inc.",155.91,10029914187,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
JWN,"Nordstrom, Inc.",58.22,10067419458,Consumer Services,Clothing/Shoe/Accessory Stores
JNPR,"Juniper Networks, Inc.",26.33,10073976854,Technology,Computer Communications Equipment
MXIM,"Maxim Integrated Products, Inc.",35.26,10098405609,Technology,Semiconductors
ALK,"Alaska Air Group, Inc.",80.98,10100558955,Transportation,Air Freight/Delivery Services
ALV,"Autoliv, Inc.",114.88,10122491517,Capital Goods,Auto Parts:O.E.M.
VRX,"Valeant Pharmaceuticals International, Inc.",29.69,10129960404,Health Care,Major Pharmaceuticals
BLL,Ball Corporation,71.59,10145267890,Consumer Durables,Containers/Packaging
DOV,Dover Corporation,65.59,10167067005,Technology,Industrial Machinery/Components
KORS,Michael Kors Holdings Limited,56.79,10189884559,Consumer Non-Durables,Apparel
MAS,Masco Corporation,30.56,10204949696,Basic Industries,Forest Products
BCH,Banco De Chile,63.87,10232947634,Finance,Commercial Banks
ARG,"Airgas, Inc.",141.5,10248630345,Capital Goods,Industrial Machinery/Components
PBA,Pembina Pipeline Corp.,27.36,10251665952,Energy,Oil & Gas Production
SRCL,"Stericycle, Inc.",120.69,10256812495,Basic Industries,Environmental Services
STX,Seagate Technology PLC,34.93,10354019412,Technology,Electronic Components
WAT,Waters Corporation,127.76,10380968751,Capital Goods,Biotechnology: Laboratory Analytical Instruments
RF,Regions Financial Corporation,8.12,10457157205,Finance,Major Banks
VCSH,Vanguard Short-Term Corporate Bond ETF,79.6,10491280000,n/a,n/a
TSO,Tesoro Corporation,87.7,10513900731,Energy,Integrated oil Companies
LLTC,Linear Technology Corporation,43.99,10528824073,Technology,Semiconductors
MOS,Mosaic Company (The),29.87,10529656833,Basic Industries,Agricultural Chemicals
CHRW,"C.H. Robinson Worldwide, Inc.",73.83,10575607138,Transportation,Oil Refining/Marketing
UGP,Ultrapar Participacoes S.A.,19.02,10582824926,Public Utilities,Oil/Gas Transmission
XL,XL Group plc,36.3,10592149824,Finance,Property-Casualty Insurers
BAP,Credicorp Ltd.,133.13,10618448800,Finance,Commercial Banks
PSO,"Pearson, Plc",12.98,10642080912,Consumer Services,Books
WFM,"Whole Foods Market, Inc.",32.92,10686356317,Consumer Services,Food Chains
WDC,Western Digital Corporation,46,10707426946,Technology,Electronic Components
NDAQ,"Nasdaq, Inc.",65.85,10792001687,Finance,Investment Bankers/Brokers/Service
CINF,Cincinnati Financial Corporation,65.8,10813548180,Finance,Property-Casualty Insurers
KB,KB Financial Group Inc,28,10817847404,Finance,Commercial Banks
XRX,Xerox Corporation,10.7,10838012634,Miscellaneous,Business Services
EMN,Eastman Chemical Company,73.72,10896758805,Basic Industries,Major Chemicals
DEG,Etablissements Delhaize Freres et Cie &quot;Le Lion&quot; S.A.,26.7,10995012688,Consumer Services,Food Chains
COH,"Coach, Inc.",39.72,11030092190,Consumer Non-Durables,Apparel
KLAC,KLA-Tencor Corporation,70.86,11030396390,Capital Goods,Electronic Components
BBY,"Best Buy Co., Inc.",32.24,11049284031,Consumer Services,Consumer Electronics/Video Chains
FRT,Federal Realty Investment Trust,158.96,11074721581,Consumer Services,Real Estate Investment Trusts
UHS,"Universal Health Services, Inc.",113.74,11108691213,Health Care,Hospital/Nursing Management
DHI,"D.R. Horton, Inc.",30.12,11137432099,Capital Goods,Homebuilding
MAT,"Mattel, Inc.",32.81,11155607851,Consumer Non-Durables,Recreational Products/Toys
FDC,First Data Corporation,12.5,11240041975,Miscellaneous,Business Services
DISCB,"Discovery Communications, Inc.",27.4755,11259444239,Consumer Services,Television Services
MU,"Micron Technology, Inc.",10.87,11277145590,Technology,Semiconductors
FNF,"Fidelity National Financial, Inc.",32.54,11304357700,Finance,Specialty Insurers
DISCK,"Discovery Communications, Inc.",27.6,11310464268,Consumer Services,Television Services
CVE,Cenovus Energy Inc,13.66,11381432512,Energy,Oil & Gas Production
NWL,Newell Rubbermaid Inc.,42.63,11390736000,Consumer Non-Durables,Plastic Products
EXR,Extra Space Storage Inc,91.27,11413708517,Consumer Services,Real Estate Investment Trusts
CCE,"Coca-Cola Enterprises, Inc.",50.21,11414652980,Consumer Non-Durables,Beverages (Production/Distribution)
CLR,"Continental Resources, Inc.",30.64,11419050659,Energy,Oil & Gas Production
LH,Laboratory Corporation of America Holdings,112.33,11423961000,Health Care,Medical Specialities
HBI,Hanesbrands Inc.,29.25,11456374147,Consumer Services,Clothing/Shoe/Accessory Stores
CFG,"Citizens Financial Group, Inc.",21.73,11469346611,Finance,Major Banks
EOC,Empresa Nacional de Electricidad S.A.,42.27,11556272189,Public Utilities,Electric Utilities: Central
AAP,Advance Auto Parts Inc,157.94,11580554860,Consumer Services,Other Specialty Stores
CMS,CMS Energy Corporation,41.78,11613592700,Public Utilities,Power Generation
FNV,Franco-Nevada Corporation,65.72,11650995976,Basic Industries,Precious Metals
NCLH,Norwegian Cruise Line Holdings Ltd.,51.42,11688312440,Consumer Services,Marine Transportation
AME,"AMTEK, Inc.",49.91,11755711911,Consumer Durables,Metal Fabrications
TWTR,"Twitter, Inc.",16.85,11756688509,Technology,"Computer Software: Programming, Data Processing"
BRFS,BRF S.A.,14.86,11798820459,Consumer Non-Durables,Meat/Poultry/Fish
INCY,Incyte Corporation,63.05,11802944931,Health Care,Biotechnology: Commercial Physical & Biological Resarch
MGM,MGM Resorts International,20.95,11833839773,Consumer Services,Hotels/Resorts
PFG,Principal Financial Group Inc,40.66,11857497099,Finance,Accident &Health Insurance
AEE,Ameren Corporation,48.9,11864841622,Public Utilities,Power Generation
TSCO,Tractor Supply Company,88.74,11868125226,Consumer Services,RETAIL: Building Materials
CTXS,"Citrix Systems, Inc.",77.18,11884158340,Technology,Computer Software: Prepackaged Software
DISCA,"Discovery Communications, Inc.",29.1,11925163413,Consumer Services,Television Services
CHD,"Church & Dwight Company, Inc.",91.99,11933422988,Basic Industries,Package Goods/Cosmetics
COL,"Rockwell Collins, Inc.",91.31,11973610508,Capital Goods,Military/Government/Technical
ULTA,"Ulta Salon, Cosmetics & Fragrance, Inc.",188.01,11976122126,Consumer Services,Other Specialty Stores
BSMX,Grupo Financiero Santander Mexico S.A. B. de C.V.,8.84,11981553604,Finance,Commercial Banks
GPS,"Gap, Inc. (The)",29.9,12016873837,Consumer Services,Clothing/Shoe/Accessory Stores
KIM,Kimco Realty Corporation,29.05,12018292320,Consumer Services,Real Estate Investment Trusts
XLNX,"Xilinx, Inc.",47.04,12020598401,Technology,Semiconductors
MAC,Macerich Company (The),80.73,12040843979,Consumer Services,Real Estate Investment Trusts
DVN,Devon Energy Corporation,27.4,12091620000,Energy,Oil & Gas Production
TDG,Transdigm Group Incorporated,226.8,12126207870,Capital Goods,Military/Government/Technical
MKC,"McCormick & Company, Incorporated",95.74,12169324994,Consumer Non-Durables,Packaged Foods
ADS,Alliance Data Systems Corporation,205.56,12181775440,Miscellaneous,Business Services
WPZ,Williams Partners LP,20.21,12204984217,Public Utilities,Natural Gas Distribution
SYMC,Symantec Corporation,18.73,12216127837,Technology,Computer Software: Prepackaged Software
MKL,Markel Corporation,888.6,12396194816,Finance,Property-Casualty Insurers
SBAC,SBA Communications Corporation,99.31,12439314082,Consumer Services,Telecommunications Equipment
ANTX,"Anthem, Inc.",47.63,12448185329,Health Care,Medical Specialities
AWK,American Water Works,69.97,12455273287,Public Utilities,Water Supply
LMCK,Liberty Media Corporation,37.25,12465451080,Consumer Services,Broadcasting
BMRN,BioMarin Pharmaceutical Inc.,77.32,12494191378,Health Care,Major Pharmaceuticals
GIB,"CGI Group, Inc.",45.24,12514648548,Consumer Services,Professional Services
JAH,Jarden Corporation,57.18,12574225080,Consumer Durables,Consumer Specialties
LRCX,Lam Research Corporation,79.26,12593932733,Technology,Industrial Machinery/Components
HST,"Host Hotels & Resorts, Inc.",16.75,12600663351,Consumer Services,Real Estate Investment Trusts
AGU,Agrium Inc.,91.48,12639700120,Basic Industries,Agricultural Chemicals
MSI,"Motorola Solutions, Inc.",72.83,12697025688,Technology,Radio And Television Broadcasting And Communications Equipment
NOV,"National Oilwell Varco, Inc.",33.99,12773474494,Energy,Metal Fabrications
ADSK,"Autodesk, Inc.",57.06,12856939567,Technology,Computer Software: Prepackaged Software
IVZ,Invesco Plc,30.92,12875592367,Finance,Investment Managers
A,"Agilent Technologies, Inc.",39.29,12878086482,Capital Goods,Biotechnology: Laboratory Analytical Instruments
CA,CA Inc.,30.92,12886305498,Technology,Computer Software: Prepackaged Software
HOT,"Starwood Hotels & Resorts Worldwide, Inc.",76.39,12891571129,Consumer Services,Hotels/Resorts
CAM,Cameron International Corporation,67.32,12898446834,Energy,Metal Fabrications
HNP,"Huaneng Power International, Inc.",35.8,12906243179,Public Utilities,Electric Utilities: Central
LMCA,Liberty Media Corporation,38.65,12933951254,Consumer Services,Broadcasting
DLR,"Digital Realty Trust, Inc.",88.41,12950538601,Consumer Services,Real Estate Investment Trusts
VRSK,"Verisk Analytics, Inc.",77.19,12970580199,Technology,EDP Services
LMCB,Liberty Media Corporation,38.8233,12991944883,Consumer Services,Broadcasting
AA,Alcoa Inc.,9.94,13069568127,Capital Goods,Metal Fabrications
L,Loews Corporation,38.76,13139573333,Finance,Property-Casualty Insurers
EFX,"Equifax, Inc.",111.31,13213227750,Finance,Finance: Consumer Services
FLT,"FleetCor Technologies, Inc.",142.79,13224772863,Miscellaneous,Business Services
RHT,"Red Hat, Inc.",72.74,13284153702,Technology,"Computer Software: Programming, Data Processing"
FCAU,Fiat Chrysler Automobiles N.V.,7.83,13294539602,Capital Goods,Auto Manufacturing
FITB,Fifth Third Bancorp,16.98,13299264553,Finance,Major Banks
WMB,"Williams Companies, Inc. (The)",17.76,13321166210,Public Utilities,Natural Gas Distribution
ENI,Enersis Americas S.A.,13.72,13471056843,Public Utilities,Electric Utilities: Central
S,Sprint Corporation,3.4,13502158989,Public Utilities,Telecommunications Equipment
HSIC,"Henry Schein, Inc.",165.67,13575344394,Health Care,Medical Specialities
CXO,Concho Resources Inc.,104.96,13577413266,Energy,Oil & Gas Production
PANW,"Palo Alto Networks, Inc.",153.69,13581657842,Technology,Computer peripheral equipment
WDAY,"Workday, Inc.",70.16,13611040000,Technology,EDP Services
WHR,Whirlpool Corporation,176.65,13643280463,Consumer Durables,Consumer Electronics/Appliances
FCX,"Freeport-McMoran, Inc.",10.9,13645162820,Basic Industries,Precious Metals
SKM,"SK Telecom Co., Ltd.",20.93,13682523105,Public Utilities,Telecommunications Equipment
MHK,"Mohawk Industries, Inc.",186.5,13792935554,Consumer Durables,Home Furnishings
TTM,Tata Motors Ltd,27.13,13818173986,Capital Goods,Auto Manufacturing
M,Macy&#39;s Inc,43.97,13822740206,Consumer Services,Department/Specialty Retail Stores
SEP,"Spectra Energy Partners, LP",48.5,13829665099,Public Utilities,Natural Gas Distribution
VMC,Vulcan Materials Company,104.69,13942724857,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
